group,Ethnic_Group,cohort,N,Total,region,percentage
16_2001,Any other ethnic group,ONS,49905,5601845,West Midlands,0.8908672053582346
16_2001,Bangladeshi,ONS,52475,5601845,West Midlands,0.9367449474235721
16_2001,British,ONS,4434335,5601845,West Midlands,79.15847368143888
16_2001,Caribbean,ONS,86795,5601845,West Midlands,1.5494002422416187
16_2001,Chinese,ONS,31275,5601845,West Midlands,0.5582982035382986
16_2001,Indian,ONS,218440,5601845,West Midlands,3.899429562938639
16_2001,Irish,ONS,55215,5601845,West Midlands,0.9856574039445932
16_2001,Other Asian,ONS,74995,5601845,West Midlands,1.338755356494155
16_2001,Other Black,ONS,31080,5601845,West Midlands,0.5548172075450142
16_2001,Other Mixed,ONS,21390,5601845,West Midlands,0.3818384835710377
16_2001,Other White,ONS,144120,5601845,West Midlands,2.572723807959699
16_2001,Pakistani,ONS,227250,5601845,West Midlands,4.056699176789076
16_2001,White and Asian,ONS,32560,5601845,West Midlands,0.5812370745709673
16_2001,White and Black African,ONS,9230,5601845,West Midlands,0.16476714368212617
16_2001,White and Black Caribbean,ONS,68535,5601845,West Midlands,1.2234362071781708
16_2001,African,ONS,46035,5283735,Yorkshire and The Humber,0.8712586834881008
16_2001,Any other ethnic group,ONS,40910,5283735,Yorkshire and The Humber,0.7742629030411252
16_2001,Bangladeshi,ONS,22425,5283735,Yorkshire and The Humber,0.42441568322408296
16_2001,British,ONS,4531135,5283735,Yorkshire and The Humber,85.75628792889877
16_2001,Caribbean,ONS,23420,5283735,Yorkshire and The Humber,0.4432470591352519
16_2001,Chinese,ONS,28435,5283735,Yorkshire and The Humber,0.5381609789287313
16_2001,Indian,ONS,69250,5283735,Yorkshire and The Humber,1.3106259114054737
16_2001,Irish,ONS,26410,5283735,Yorkshire and The Humber,0.4998358168984629
16_2001,Other Asian,ONS,39960,5283735,Yorkshire and The Humber,0.7562831973972957
16_2001,Other Black,ONS,10890,5283735,Yorkshire and The Humber,0.20610420469610985
16_2001,Other Mixed,ONS,15990,5283735,Yorkshire and The Humber,0.3026268349945635
16_2001,Other White,ONS,134410,5283735,Yorkshire and The Humber,2.5438444585127757
16_2001,Pakistani,ONS,225890,5283735,Yorkshire and The Humber,4.275195481983862
16_2001,White and Asian,ONS,26010,5283735,Yorkshire and The Humber,0.49226541452211364
16_2001,White and Black African,ONS,9320,5283735,Yorkshire and The Humber,0.17639037536893884
16_2001,White and Black Caribbean,ONS,33240,5283735,Yorkshire and The Humber,0.6291004374746273
